nil	*argv[0]-alloc	nil	*argv-alloc
nil	*argv[0]-alloc[0]	nil	*argv-alloc
nil	*unknown*	nil	*unknown*
nil	*argv[0]-alloc	nil	*argv-alloc[0]
nil	*argv[0]-alloc[0]	nil	*argv-alloc[0]
nil	*global_alloc@_GLOBAL__sub_I_numaed_vector.cpp	nil	*global_alloc@llvm.global_ctors[0][0].?/1
nil	*null*	nil	*global_alloc@llvm.global_ctors[0][0].?/2
[<<main-context>>, nil]	*heap_alloc@main[i8* %call4]	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3]
[<<main-context>>, nil]	*heap_alloc@main[i8* %call4][0]	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3]
[<<main-context>>, nil]	*typed_heap_alloc@main[%class.MyVector* %call4]	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3]
[<<main-context>>, nil]	*typed_heap_alloc@main[%class.MyVector* %call4][0]	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3]
[<<main-context>>, nil]	*typed_heap_alloc@main[%class.MyVector* %call4][0].?/0	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3]
[<<main-context>>, nil]	*heap_alloc@_ZN8MyVectorC2Eii[i8* %call]	[<<main-context>>, nil]	*heap_alloc@main[i8* %call4]
[<<main-context>>, nil]	*heap_alloc@_ZN8MyVectorC2Eii[i8* %call][0]	[<<main-context>>, nil]	*heap_alloc@main[i8* %call4]
[<<main-context>>, nil]	*typed_heap_alloc@_ZN8MyVectorC2Eii[i32* %call]	[<<main-context>>, nil]	*heap_alloc@main[i8* %call4]
[<<main-context>>, nil]	*typed_heap_alloc@_ZN8MyVectorC2Eii[i32* %call][0]	[<<main-context>>, nil]	*heap_alloc@main[i8* %call4]
[<<main-context>>, nil]	*heap_alloc@main[i8* %call4]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[%class.MyVector** %this.addr]
[<<main-context>>, nil]	*heap_alloc@main[i8* %call4][0]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[%class.MyVector** %this.addr]
[<<main-context>>, nil]	*typed_heap_alloc@main[%class.MyVector* %call4]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[%class.MyVector** %this.addr]
[<<main-context>>, nil]	*typed_heap_alloc@main[%class.MyVector* %call4][0]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[%class.MyVector** %this.addr]
[<<main-context>>, nil]	*typed_heap_alloc@main[%class.MyVector* %call4][0].?/0	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[%class.MyVector** %this.addr]
[<<main-context>>, nil]	*heap_alloc@_ZN8MyVectorC2Eii[i8* %call]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[i32** %alias]
[<<main-context>>, nil]	*heap_alloc@_ZN8MyVectorC2Eii[i8* %call][0]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[i32** %alias]
[<<main-context>>, nil]	*typed_heap_alloc@_ZN8MyVectorC2Eii[i32* %call]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[i32** %alias]
[<<main-context>>, nil]	*typed_heap_alloc@_ZN8MyVectorC2Eii[i32* %call][0]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[i32** %alias]
[<<main-context>>, nil]	*heap_alloc@_ZN8MyVectorC2Eii[i8* %call]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[i32** %alias2]
[<<main-context>>, nil]	*heap_alloc@_ZN8MyVectorC2Eii[i8* %call][0]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[i32** %alias2]
[<<main-context>>, nil]	*typed_heap_alloc@_ZN8MyVectorC2Eii[i32* %call]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[i32** %alias2]
[<<main-context>>, nil]	*typed_heap_alloc@_ZN8MyVectorC2Eii[i32* %call][0]	[<<main-context>>, nil]	*stack_alloc@_ZN8MyVectorC2Eii[i32** %alias2]
[<<main-context>>, nil]	*heap_alloc@main[i8* %call4]	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3][0]
[<<main-context>>, nil]	*heap_alloc@main[i8* %call4][0]	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3][0]
[<<main-context>>, nil]	*typed_heap_alloc@main[%class.MyVector* %call4]	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3][0]
[<<main-context>>, nil]	*typed_heap_alloc@main[%class.MyVector* %call4][0]	[<<main-context>>, nil]	*stack_alloc@main[%class.MyVector** %v3][0]
